Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Andrew Abbott,27,3,Maj-NL,Cincinnati,13,13,4.0,3.0,,68.2,68,33,31,31,47,9,0,4.06,264,5,1,0,3,2,11,3,1,298,1180,0.62,0.16,0.09,0.42,0.24,0.09,1.442,0.281,6.2,1.52,671096
Mick Abel,24,52,Maj-AL,Minnesota,4,3,1.0,2.0,,20.1,22,9,9,10,23,0,3,3.98,80,6,0,1,2,0,1,1,0,93,357,0.67,0.17,0.12,0.4,0.28,0.07,1.574,0.386,10.2,2.3,690953
Philip Abner,24,0,Maj-NL,Arizona,2,0,,,,3.2,6,7,7,2,3,2,0,17.18,16,0,0,0,1,0,0,0,0,18,72,0.54,0.17,0.06,0.38,0.46,0.0,2.182,0.364,7.4,1.5,691769
Bryan Abreu,29,1,Maj-AL,Houston,23,0,2.0,2.0,3.0,20.1,17,18,17,24,28,5,3,7.52,74,3,0,0,2,0,5,0,0,102,422,0.54,0.16,0.11,0.49,0.17,0.02,2.016,0.293,12.4,1.17,650556
Garrett Acton,28,41,Maj-AL,Minnesota,4,0,1.0,1.0,,6.2,4,5,2,3,9,0,1,2.7,23,2,0,1,1,1,0,0,0,28,115,0.63,0.22,0.13,0.33,0.27,0.07,1.05,0.267,12.2,3.0,670183
Jason Adam,34,2,Maj-NL,San Diego,24,0,2.0,1.0,1.0,21.0,19,4,4,5,13,3,1,1.71,81,3,0,0,1,0,1,0,0,87,354,0.68,0.14,0.13,0.49,0.13,0.06,1.143,0.246,5.6,2.6,592094
Travis Adams,26,0,Maj-AL,Minnesota,9,0,1.0,,2.0,12.0,14,11,11,5,13,3,0,8.25,51,0,1,0,0,0,0,0,0,56,201,0.65,0.17,0.1,0.39,0.18,0.13,1.583,0.314,9.8,2.6,701519
Zach Agnos,25,5,Maj-NL,Colorado,16,1,,,2.0,37.0,45,34,32,13,27,6,2,7.78,150,12,2,2,2,4,1,0,0,170,626,0.65,0.13,0.12,0.36,0.27,0.03,1.568,0.322,6.6,2.08,688642
Robby Ahlstrom,27,2,Maj-AL,Texas,1,0,,,,1.1,0,0,0,0,2,0,0,0.0,4,0,0,0,0,0,0,0,0,4,17,0.65,0.35,0.0,0.0,0.5,0.5,0.0,0.0,13.5,,695239
Keegan Akin,31,1,Maj-AL,Baltimore,16,2,,,,14.2,21,15,15,5,13,3,0,9.2,65,2,1,0,1,0,0,0,0,70,278,0.67,0.18,0.09,0.35,0.27,0.08,1.773,0.367,8.0,2.6,669211
Sandy Alcantara,30,4,Maj-NL,Miami,13,13,4.0,4.0,,82.1,86,45,42,21,57,10,5,4.59,322,14,2,0,7,0,8,2,0,349,1250,0.68,0.16,0.1,0.45,0.23,0.07,1.3,0.298,6.2,2.71,645261
Sam Aldegheri,24,3,Maj-AL,Los Angeles,3,1,1.0,,,11.0,10,3,3,5,7,1,0,2.45,42,2,0,0,0,1,0,0,0,48,191,0.63,0.13,0.1,0.31,0.22,0.11,1.364,0.257,5.7,1.4,691951
Franco Aleman,26,24,Maj-AL,Cleveland,2,0,,,,2.2,3,1,1,1,1,1,0,3.38,9,0,0,0,1,0,0,1,0,10,52,0.63,0.13,0.1,0.38,0.13,0.25,1.5,0.286,3.4,1.0,680916
Jason Alexander,33,10,Maj-AL,Houston,4,2,1.0,1.0,,18.1,21,19,19,8,14,4,1,9.33,75,3,3,0,1,0,1,0,0,84,300,0.63,0.18,0.08,0.44,0.21,0.07,1.582,0.298,6.9,1.75,669920
Tyler Alexander,31,4,Maj-AL,Texas,27,1,1.0,1.0,2.0,26.0,28,11,9,8,21,2,2,3.12,100,4,0,0,3,1,4,2,0,113,432,0.65,0.2,0.07,0.55,0.16,0.05,1.385,0.333,7.3,2.63,641302
Kolby Allard,28,54,Maj-AL,Cleveland,4,0,,,,8.2,16,10,10,3,9,2,1,10.38,41,5,0,1,0,0,0,0,0,45,177,0.7,0.18,0.07,0.41,0.31,0.06,2.192,0.467,9.3,3.0,663465
Logan Allen,27,11,Maj-AL,Cleveland,1,0,,,,4.0,5,2,0,1,7,0,0,0.0,18,1,0,0,0,0,0,0,0,19,83,0.6,0.2,0.07,0.45,0.18,0.0,1.5,0.455,15.8,7.0,671106
Elvis Alvarado,27,49,Maj-AL,Athletics,10,0,2.0,,,9.2,11,9,9,7,9,1,0,8.38,37,5,0,0,2,0,0,1,0,44,182,0.6,0.1,0.14,0.36,0.14,0.0,1.862,0.37,8.4,1.29,665660
Jos\xc3\xa9 Alvarado,31,1,Maj-NL,Philadelphia,27,0,2.0,1.0,1.0,21.1,28,15,14,9,27,2,4,5.91,90,6,0,2,0,0,8,2,1,104,426,0.62,0.14,0.14,0.41,0.27,0.11,1.734,0.426,11.4,3.0,621237
Andrew Alvarez,27,2,Maj-NL,Washington,6,1,1.0,,1.0,20.1,19,8,8,6,22,2,0,3.54,76,3,0,0,2,0,2,1,0,82,340,0.62,0.15,0.12,0.54,0.3,0.07,1.23,0.327,9.7,3.67,674841
Drew Anderson,32,0,Maj-AL,Detroit,22,1,2.0,3.0,2.0,41.0,34,20,18,16,48,6,1,3.95,153,8,0,1,2,1,3,0,0,172,672,0.65,0.16,0.13,0.48,0.18,0.1,1.22,0.28,10.5,3.0,623454
Grant Anderson,29,1,Maj-NL,Milwaukee,25,0,1.0,2.0,,25.2,19,10,9,8,19,3,0,3.16,88,6,1,1,4,0,2,3,1,96,380,0.63,0.14,0.1,0.39,0.2,0.09,1.052,0.242,6.7,2.38,681982
Jack Anderson,26,45,Maj-AL,Boston,3,0,,,,8.0,8,3,3,2,6,1,0,3.38,30,1,0,0,1,0,0,0,0,32,124,0.69,0.15,0.1,0.42,0.21,0.04,1.25,0.304,6.8,3.0,681252
Shaun Anderson,31,41,Maj-AL,Los Angeles,9,0,1.0,,,16.2,17,13,11,8,12,3,1,5.94,63,1,0,0,2,0,1,0,0,73,284,0.59,0.15,0.11,0.48,0.25,0.08,1.5,0.292,6.5,1.5,641312
Tanner Andrews,30,10,Maj-AL,Toronto,2,0,,,,3.0,1,0,0,2,1,0,0,0.0,9,0,0,0,1,0,0,0,0,11,43,0.51,0.09,0.09,0.5,0.0,0.13,1.0,0.125,3.0,0.5,681084
Tejay Antone,32,2,Maj-NL,Cincinnati,11,0,,,1.0,10.1,9,5,5,3,10,1,1,4.35,40,1,1,0,0,0,1,0,0,44,173,0.66,0.21,0.1,0.57,0.17,0.07,1.161,0.276,8.7,3.33,622088
Orlando Arcia,31,9,Maj-AL,Minnesota,1,0,,,,1.0,1,1,1,2,0,0,0,9.0,3,0,0,0,1,0,0,0,0,5,14,0.43,0.21,0.0,0.67,0.33,0.0,3.0,0.333,0.0,0.0,606115
Shawn Armstrong,35,0,Maj-AL,Cleveland,19,0,1.0,,,17.0,12,6,6,8,20,2,1,3.18,61,3,0,0,1,0,4,1,0,70,303,0.62,0.15,0.11,0.41,0.22,0.1,1.176,0.256,10.6,2.5,542888
Spencer Arrighetti,26,2,Maj-AL,Houston,9,9,7.0,1.0,,51.0,33,13,11,27,46,3,9,1.94,179,5,0,0,4,1,10,2,2,217,840,0.6,0.18,0.1,0.39,0.24,0.07,1.176,0.229,8.1,1.7,681293
Aaron Ashby,28,0,Maj-NL,Milwaukee,28,1,9.0,,,38.1,32,13,10,19,53,1,2,2.35,141,7,0,1,5,1,1,0,0,163,653,0.63,0.21,0.13,0.55,0.24,0.04,1.33,0.352,12.4,2.79,676879
Braxton Ashcraft,26,5,Maj-NL,Pittsburgh,12,12,5.0,2.0,,74.2,60,26,23,17,81,7,5,2.77,271,11,1,0,10,3,5,3,1,297,1057,0.69,0.17,0.14,0.48,0.18,0.08,1.031,0.285,9.8,4.76,677952
Graham Ashcraft,28,11,Maj-NL,Cincinnati,26,0,1.0,1.0,1.0,27.0,17,11,10,16,32,2,0,3.33,93,4,1,1,4,0,0,1,0,109,450,0.62,0.17,0.14,0.54,0.2,0.03,1.222,0.254,10.7,2.0,668933
Javier Assad,28,21,Maj-NL,Chicago,8,3,3.0,1.0,,26.0,26,17,17,7,14,4,0,5.88,99,6,0,0,3,1,1,0,0,108,418,0.62,0.17,0.06,0.44,0.22,0.07,1.269,0.268,4.8,2.0,665871
Luinder Avila,24,4,Maj-AL,Kansas City,11,2,1.0,2.0,,26.1,29,13,13,16,25,2,0,4.44,100,11,0,0,2,0,3,3,1,116,509,0.59,0.17,0.09,0.47,0.2,0.07,1.709,0.37,8.5,1.56,679883
Lake Bachar,31,3,Maj-NL,Miami,19,1,,,,31.1,19,13,12,11,35,5,2,3.45,111,4,0,0,0,1,3,0,0,126,512,0.62,0.14,0.16,0.35,0.18,0.1,0.957,0.194,10.1,3.18,669199
Sam Bachman,26,0,Maj-AL,Los Angeles,22,0,1.0,,,29.1,17,7,7,14,31,2,2,2.15,102,4,0,0,1,0,2,1,1,118,447,0.62,0.18,0.15,0.49,0.2,0.07,1.057,0.217,9.5,2.21,696147
Kyle Backhus,28,41,Maj-NL,Philadelphia,10,1,,,,9.2,11,6,5,1,10,2,0,4.66,40,0,0,0,0,0,0,0,0,41,161,0.69,0.24,0.07,0.53,0.23,0.07,1.241,0.321,9.3,10.0,679775
Bryan Baker,31,3,Maj-AL,Tampa Bay,27,0,1.0,,16.0,25.1,15,6,6,11,29,1,0,2.13,90,6,0,0,0,1,1,0,0,102,421,0.67,0.16,0.16,0.39,0.26,0.13,1.026,0.23,10.3,2.64,641329
Anthony Banda,32,0,Maj-AL,Minnesota,31,0,1.0,,1.0,27.1,23,17,15,12,26,2,6,4.94,103,10,0,0,2,0,8,2,1,122,487,0.6,0.15,0.11,0.49,0.22,0.03,1.28,0.28,8.6,2.17,607455
Tanner Banks,34,5,Maj-NL,Philadelphia,21,0,,3.0,,21.1,33,17,16,11,25,1,0,6.75,97,6,1,1,1,0,1,0,0,108,415,0.66,0.15,0.12,0.36,0.32,0.06,2.063,0.451,10.5,2.27,621383
Hunter Barco,25,38,Maj-NL,Pittsburgh,5,0,,1.0,,11.2,14,12,10,9,8,3,2,7.71,48,3,0,0,0,1,1,0,0,60,232,0.56,0.17,0.06,0.49,0.17,0.12,1.971,0.289,6.2,0.89,682995
Scott Barlow,33,1,Maj-AL,Athletics,29,0,1.0,,2.0,28.0,15,12,11,15,23,4,5,3.54,98,5,0,1,0,1,2,1,0,119,453,0.6,0.18,0.14,0.39,0.18,0.09,1.071,0.153,7.4,1.53,605130
Charlie Barnes,30,20,Maj-NL,"Chicago,Los Angeles",3,0,,,,5.0,5,4,3,4,2,0,1,5.4,20,1,0,0,0,0,0,0,0,25,87,0.56,0.18,0.05,0.44,0.33,0.06,1.8,0.278,3.6,0.5,656212
Mason Barnett,25,0,Maj-AL,Athletics,2,0,,,,6.0,2,0,0,4,8,0,0,0.0,19,0,0,0,0,0,0,1,0,23,107,0.55,0.14,0.13,0.45,0.18,0.09,1.0,0.182,12.0,2.0,686930
Chris Bassitt,37,2,Maj-AL,Baltimore,12,10,4.0,4.0,,56.1,70,34,33,22,37,6,8,5.27,228,14,0,0,4,3,5,4,0,261,979,0.61,0.16,0.09,0.47,0.22,0.08,1.633,0.34,5.9,1.68,605135
Brady Basso,28,35,Maj-AL,Athletics,3,0,,,,2.2,5,2,2,1,1,1,0,6.75,12,4,0,0,0,1,0,0,0,14,45,0.67,0.13,0.07,0.17,0.5,0.0,2.25,0.364,3.4,1.0,669620
Carter Baumler,24,62,Maj-AL,Texas,4,0,,,,5.2,4,2,2,6,6,1,1,3.18,20,1,0,0,1,0,0,0,0,27,117,0.58,0.15,0.12,0.29,0.21,0.07,1.765,0.231,9.5,1.0,691945
Shane Baz,27,3,Maj-AL,Baltimore,12,12,3.0,5.0,,71.1,69,35,34,29,63,7,2,4.29,265,23,1,1,6,9,3,0,0,305,1161,0.64,0.16,0.09,0.36,0.3,0.08,1.374,0.304,7.9,2.17,669358
Eduard Bazardo,30,0,Maj-AL,Seattle,30,0,3.0,2.0,,28.2,29,9,7,10,25,2,1,2.2,105,8,0,1,4,4,2,0,2,121,471,0.66,0.22,0.09,0.31,0.33,0.11,1.36,0.329,7.8,2.5,660825
Brendan Beck,27,29,Maj-AL,New York,1,0,,,,3.0,2,2,2,3,1,1,0,6.0,10,0,0,0,1,0,0,0,0,13,52,0.54,0.21,0.06,0.22,0.44,0.0,1.667,0.125,3.0,0.33,694341
Tristan Beck,30,1,Maj-NL,San Francisco,5,0,,,,6.0,11,7,7,2,2,1,0,10.5,27,2,0,0,0,1,0,0,0,31,125,0.67,0.15,0.08,0.52,0.22,0.0,2.167,0.4,3.0,1.0,663941
David Bednar,31,1,Maj-AL,New York,25,0,1.0,3.0,13.0,25.0,27,15,12,11,29,2,1,4.32,101,3,2,1,3,1,2,0,0,114,478,0.66,0.14,0.14,0.63,0.14,0.08,1.52,0.352,10.4,2.64,670280
Jalen Beeks,32,0,Maj-AL,Texas,28,0,2.0,1.0,,25.1,25,10,10,8,21,5,0,3.55,98,4,0,1,1,0,3,0,0,108,393,0.65,0.18,0.11,0.44,0.22,0.06,1.303,0.278,7.5,2.63,656222
Clayton Beeter,27,2,Maj-NL,Washington,16,0,1.0,1.0,4.0,17.0,10,6,6,13,18,2,1,3.18,59,0,0,2,0,1,3,2,0,74,295,0.59,0.16,0.1,0.62,0.17,0.0,1.353,0.2,9.5,1.38,690925
Brayan Bello,27,1,Maj-AL,Boston,12,8,2.0,6.0,,61.0,78,47,43,24,44,10,1,6.34,252,14,0,0,3,4,6,2,0,282,1047,0.64,0.14,0.11,0.51,0.23,0.02,1.672,0.337,6.5,1.83,678394
Valente Bellozo,26,54,Maj-NL,Colorado,3,0,,1.0,,10.2,10,10,9,7,8,5,1,7.59,39,0,0,2,1,0,1,0,0,48,170,0.59,0.14,0.12,0.28,0.22,0.09,1.594,0.192,6.8,1.14,678368
Anthony Bender,31,3,Maj-NL,Miami,25,0,1.0,,1.0,24.1,13,9,9,9,26,1,2,3.33,85,3,0,1,1,1,6,0,2,97,367,0.67,0.28,0.07,0.43,0.21,0.05,0.904,0.203,9.6,2.89,669622
Jake Bennett,25,29,Maj-AL,Boston,2,2,1.0,1.0,,10.1,11,5,5,4,4,1,0,4.35,37,0,0,0,4,1,3,0,0,42,171,0.64,0.13,0.09,0.68,0.12,0.06,1.452,0.303,3.5,1.0,687562
Brennan Bernardino,34,0,Maj-NL,Colorado,29,2,2.0,3.0,,24.2,24,13,10,6,18,1,2,3.65,92,7,0,1,1,2,3,1,2,104,380,0.64,0.14,0.11,0.51,0.22,0.08,1.216,0.307,6.6,3.0,657514
Tanner Bibee,27,5,Maj-AL,Cleveland,13,13,,7.0,,69.0,68,35,35,22,60,13,1,4.57,264,11,0,0,6,3,4,0,2,290,1142,0.63,0.16,0.12,0.38,0.24,0.11,1.304,0.284,7.8,2.73,676440
Osvaldo Bido,30,30,"Maj-AL,Maj-NL","Atlanta,Chicago",11,0,2.0,,1.0,18.2,15,13,13,10,11,3,4,6.27,67,3,0,0,4,0,2,0,0,81,317,0.62,0.17,0.1,0.32,0.29,0.07,1.339,0.226,5.3,1.1,674370
Brandan Bidois,25,0,Maj-NL,Pittsburgh,10,0,,,,11.1,8,6,5,7,13,4,0,3.97,40,1,0,0,0,0,1,1,1,48,198,0.67,0.16,0.17,0.18,0.18,0.11,1.324,0.174,10.3,1.86,684049
Hunter Bigge,28,7,Maj-AL,Tampa Bay,18,0,1.0,1.0,,19.1,14,17,15,14,14,1,0,6.98,70,6,0,1,0,1,4,1,2,85,319,0.59,0.15,0.1,0.42,0.16,0.12,1.448,0.232,6.5,1.0,685801
Jake Bird,30,6,Maj-AL,New York,22,0,1.0,1.0,,18.0,19,10,10,5,20,2,3,5.0,69,6,0,0,2,2,2,0,0,79,313,0.66,0.24,0.13,0.49,0.22,0.12,1.333,0.347,10.0,4.0,656234
Ty Blach,35,18,Maj-NL,Chicago,1,0,,,,3.0,1,0,0,0,2,0,0,0.0,9,0,0,0,0,0,0,0,0,9,30,0.73,0.27,0.1,0.71,0.29,0.0,0.333,0.143,6.0,,621389
Mason Black,26,4,Maj-AL,Kansas City,7,0,,,,8.2,10,2,2,3,9,1,0,2.08,35,1,0,0,0,0,0,0,0,38,160,0.63,0.16,0.09,0.23,0.38,0.12,1.5,0.36,9.3,3.0,696131
Paul Blackburn,32,0,Maj-AL,New York,18,1,2.0,1.0,,28.0,25,10,9,11,19,1,1,2.89,103,4,0,0,3,0,2,2,0,115,429,0.62,0.16,0.07,0.56,0.19,0.04,1.286,0.289,6.1,1.73,621112
AJ Blubaugh,25,2,Maj-AL,Houston,25,0,3.0,2.0,,38.2,30,20,20,22,33,5,1,4.66,139,7,0,0,1,4,4,1,0,167,676,0.6,0.13,0.12,0.33,0.22,0.09,1.345,0.238,7.7,1.5,805123
Cody Bolton,28,19,Maj-AL,Houston,8,3,,1.0,1.0,20.0,21,12,12,14,22,3,1,5.4,78,6,0,0,1,1,2,0,0,95,388,0.6,0.18,0.07,0.38,0.28,0.05,1.75,0.333,9.9,1.57,675989
Cam Booser,34,0,Maj-AL,Tampa Bay,2,0,,,,3.0,1,0,0,1,4,0,0,0.0,10,0,0,0,0,0,0,0,0,11,47,0.62,0.11,0.15,0.17,0.0,0.67,0.667,0.167,12.0,4.0,592155
Ryan Borucki,32,6,Maj-NL,San Francisco,21,0,1.0,1.0,,23.2,27,14,13,9,15,3,2,4.94,92,8,0,1,5,1,5,0,0,104,380,0.63,0.13,0.13,0.45,0.19,0.06,1.521,0.32,5.7,1.67,621366
Jonathan Bowlan,29,0,Maj-NL,Philadelphia,18,0,2.0,,,18.1,18,11,9,4,18,1,0,4.42,70,1,1,0,1,2,3,2,0,76,314,0.62,0.15,0.13,0.44,0.19,0.07,1.2,0.321,8.8,4.5,680742
Matthew Boyd,35,33,Maj-NL,Chicago,5,5,2.0,1.0,,24.0,25,17,16,6,31,2,0,6.0,94,7,0,0,1,0,0,1,1,100,430,0.67,0.16,0.14,0.4,0.35,0.08,1.292,0.377,11.6,5.17,571510
Joe Boyle,26,58,Maj-AL,Tampa Bay,3,3,,1.0,,15.2,11,11,9,6,16,1,0,5.17,58,5,0,0,0,1,3,1,0,66,263,0.63,0.17,0.11,0.41,0.2,0.16,1.085,0.238,9.2,2.67,671212
Kyle Bradish,29,5,Maj-AL,Baltimore,12,12,3.0,6.0,,65.1,60,30,25,33,65,7,1,3.44,246,14,2,1,6,1,3,2,2,281,1122,0.61,0.16,0.11,0.52,0.18,0.08,1.423,0.303,9.0,1.97,680694
Taj Bradley,25,2,Maj-AL,Minnesota,11,11,5.0,2.0,,60.2,54,24,24,26,70,6,2,3.56,231,14,0,0,3,1,4,0,0,261,1068,0.62,0.16,0.12,0.35,0.29,0.08,1.319,0.308,10.4,2.69,671737
Matt Brash,28,4,Maj-AL,Seattle,17,0,3.0,,,15.0,8,2,1,4,13,0,2,0.6,48,2,0,1,1,1,0,1,0,56,225,0.61,0.19,0.14,0.38,0.41,0.08,0.8,0.222,7.8,3.25,666374
Huascar Brazob\xc3\xa1n,36,0,Maj-NL,New York,27,5,3.0,1.0,,32.0,19,9,8,13,26,2,1,2.25,112,7,0,1,2,1,2,2,1,128,483,0.64,0.14,0.13,0.57,0.15,0.09,1.0,0.2,7.3,2.0,623211
Beau Brieske,28,4,Maj-AL,Detroit,2,0,,,,1.2,3,6,6,3,3,2,0,32.4,8,0,0,0,0,0,0,0,0,11,55,0.6,0.07,0.15,0.0,0.4,0.0,3.6,0.333,16.2,1.0,689225
Connor Brogdon,31,29,Maj-AL,Cleveland,15,0,2.0,2.0,1.0,15.1,14,12,9,3,14,5,0,5.28,61,3,0,0,0,0,2,0,0,67,268,0.61,0.12,0.12,0.4,0.16,0.08,1.109,0.214,8.2,4.67,641401
Aaron Brooks,36,23,Maj-AL,Tampa Bay,1,0,,1.0,,0.1,1,4,3,2,0,1,0,81.0,2,0,0,0,0,0,0,0,0,4,17,0.41,0.06,0.06,0.0,0.0,0.5,9.0,0.0,0.0,0.0,605156
Ben Brown,26,6,Maj-NL,Chicago,17,5,2.0,2.0,1.0,51.2,33,13,11,15,53,1,1,1.92,183,4,0,0,4,2,6,0,1,201,759,0.65,0.18,0.12,0.52,0.2,0.08,0.929,0.244,9.2,3.53,676962
Hunter Brown,27,66,Maj-AL,Houston,2,2,1.0,,,10.2,5,1,1,6,17,0,0,0.84,37,1,0,0,0,0,1,0,0,43,180,0.61,0.21,0.11,0.5,0.2,0.05,1.031,0.25,14.3,2.83,686613
JT Brubaker,32,1,Maj-NL,San Francisco,21,0,,,,32.0,26,13,11,17,23,2,0,3.09,114,6,0,0,5,2,3,1,0,133,534,0.62,0.17,0.09,0.37,0.29,0.05,1.344,0.264,6.5,1.35,664141
Justin Bruihl,29,4,Maj-NL,St. Louis,29,0,,,,27.1,27,16,14,13,18,2,6,4.61,100,7,0,0,3,5,2,1,0,125,487,0.61,0.18,0.07,0.51,0.3,0.06,1.463,0.294,5.9,1.38,677865
Kris Bubic,28,22,Maj-AL,Kansas City,9,9,3.0,2.0,,50.1,36,23,23,26,51,4,1,4.11,180,8,1,0,4,0,5,2,2,207,811,0.63,0.16,0.11,0.46,0.22,0.04,1.232,0.256,9.1,1.96,663460
Walker Buehler,31,2,Maj-NL,San Diego,12,12,3.0,3.0,,57.2,54,29,29,20,49,4,3,4.53,221,9,1,1,4,0,6,2,1,244,964,0.62,0.18,0.08,0.46,0.29,0.05,1.283,0.298,7.6,2.45,621111
Aaron Bummer,32,18,Maj-NL,Atlanta,19,0,1.0,1.0,,15.1,18,15,13,10,13,6,1,7.63,64,3,0,0,0,1,2,0,0,77,283,0.63,0.17,0.1,0.47,0.15,0.08,1.826,0.261,7.6,1.3,607481
Brock Burke,29,0,Maj-NL,Cincinnati,31,0,2.0,2.0,1.0,29.1,23,15,11,18,29,3,1,3.38,108,8,1,2,2,1,2,0,1,129,484,0.61,0.17,0.12,0.42,0.25,0.07,1.398,0.26,8.9,1.61,656271
Sean Burke,26,5,Maj-AL,Chicago,12,10,2.0,3.0,,65.1,56,28,27,18,60,5,5,3.72,246,15,2,0,1,0,10,3,0,270,1066,0.67,0.19,0.09,0.37,0.26,0.09,1.133,0.282,8.3,3.33,680732
Chase Burns,23,2,Maj-NL,Cincinnati,12,12,7.0,1.0,,70.1,46,16,16,21,81,9,0,2.05,251,9,0,0,5,0,6,2,2,273,1088,0.63,0.14,0.15,0.42,0.19,0.09,0.953,0.23,10.4,3.86,695505
Mike Burrows,26,3,Maj-AL,Houston,12,12,3.0,7.0,,68.1,79,44,43,26,57,15,3,5.66,271,11,1,0,11,0,3,1,0,300,1105,0.65,0.16,0.11,0.37,0.27,0.07,1.537,0.322,7.5,2.19,681347
Jos\xc3\xa9 Butt\xc3\xb3,28,65,Maj-NL,San Francisco,3,0,,,,2.0,6,5,5,4,5,2,0,22.5,12,1,0,0,0,0,0,0,0,16,63,0.48,0.13,0.14,0.14,0.43,0.0,5.0,0.8,22.5,1.25,676130
Edward Cabrera,28,0,Maj-NL,Chicago,11,11,3.0,3.0,,57.2,61,37,32,21,53,11,1,4.99,221,8,0,0,6,2,9,2,2,247,953,0.62,0.14,0.12,0.46,0.25,0.05,1.422,0.314,8.3,2.52,665795
Noah Cameron,26,3,Maj-AL,Kansas City,11,11,2.0,4.0,,59.2,58,31,28,17,56,6,0,4.22,232,15,2,0,3,3,0,2,1,252,959,0.64,0.16,0.1,0.38,0.28,0.09,1.257,0.301,8.4,3.29,702070
Griffin Canning,30,5,Maj-NL,San Diego,6,6,,4.0,,27.2,28,22,22,15,27,6,0,7.16,105,6,0,0,3,0,1,0,3,120,466,0.59,0.14,0.1,0.49,0.23,0.06,1.554,0.306,8.8,1.8,656288
Jonathan Cannon,25,54,Maj-AL,Chicago,1,0,,,,0.0,0,1,1,3,0,0,0,inf,0,0,0,0,0,0,0,0,0,3,14,0.14,0.07,0.07,,,,,,,0.0,686563
Yennier Cano,32,0,Maj-AL,Baltimore,28,0,1.0,2.0,,21.0,13,6,6,4,16,1,1,2.57,74,3,0,0,1,0,2,2,0,79,299,0.65,0.19,0.11,0.62,0.16,0.03,0.81,0.211,6.9,4.0,666974
Joey Cantillo,26,3,Maj-AL,Cleveland,13,13,4.0,2.0,,62.0,56,31,27,34,56,8,1,3.92,228,13,0,0,6,1,12,3,0,266,1098,0.62,0.17,0.12,0.44,0.19,0.07,1.452,0.291,8.1,1.65,676282
Carlos Carrasco,39,9,Maj-NL,Atlanta,4,0,,,,7.1,6,2,2,0,4,1,1,2.45,28,0,0,0,0,0,1,0,0,29,87,0.72,0.16,0.09,0.42,0.33,0.13,0.818,0.217,4.9,,471911
Ben Casparius,27,54,Maj-NL,Los Angeles,5,0,,1.0,,4.2,6,5,5,4,4,1,0,9.64,19,0,0,0,1,0,1,0,0,23,99,0.61,0.2,0.12,0.27,0.2,0.0,2.143,0.357,7.7,1.0,676508
Blas Castano,27,3,Maj-NL,Colorado,6,0,,,,13.0,12,6,6,4,12,2,2,4.15,47,1,2,0,2,0,3,0,3,53,215,0.66,0.19,0.11,0.4,0.2,0.0,1.231,0.303,8.3,3.0,680604
Luis Castillo,33,5,Maj-AL,Seattle,12,10,2.0,5.0,,55.1,58,39,34,22,56,7,5,5.53,218,12,1,0,0,2,4,3,1,250,1046,0.64,0.13,0.12,0.38,0.26,0.1,1.446,0.325,9.1,2.55,622491
Kervin Castro,27,28,Maj-AL,New York,1,0,,,,2.0,2,1,1,0,2,0,0,4.5,8,1,0,0,0,0,0,0,0,8,29,0.66,0.14,0.03,0.5,0.33,0.17,1.0,0.333,9.0,,665645
Cade Cavalli,27,4,Maj-NL,Washington,13,13,3.0,3.0,,64.2,68,33,26,24,74,3,10,3.62,253,12,0,0,5,3,4,2,1,291,1100,0.65,0.19,0.11,0.48,0.25,0.04,1.423,0.363,10.3,3.08,676917
Dylan Cease,30,12,Maj-AL,Toronto,11,11,3.0,3.0,,62.0,49,24,21,26,92,5,3,3.05,228,6,0,0,4,1,9,3,1,258,1078,0.62,0.16,0.15,0.47,0.25,0.09,1.21,0.333,13.4,3.54,656302
Slade Cecconi,27,1,Maj-AL,Cleveland,13,13,3.0,5.0,,67.2,76,39,37,21,54,9,3,4.92,264,13,0,0,8,5,8,0,1,293,1107,0.64,0.17,0.09,0.45,0.24,0.06,1.433,0.325,7.2,2.57,677944
Eric Cerantola,26,7,Maj-AL,Kansas City,3,0,,,,4.0,3,4,4,4,7,2,0,9.0,14,0,0,0,0,0,3,1,0,18,79,0.53,0.14,0.19,0.43,0.14,0.0,1.75,0.2,15.8,1.75,672021
Bubba Chandler,23,3,Maj-NL,Pittsburgh,12,12,2.0,6.0,,57.0,49,37,32,38,55,8,1,5.05,217,13,1,1,3,2,3,0,0,259,1031,0.62,0.14,0.11,0.35,0.22,0.13,1.526,0.263,8.7,1.45,696149
Aroldis Chapman,38,0,Maj-AL,Boston,20,0,,1.0,13.0,19.2,9,1,1,9,26,0,1,0.46,67,4,0,0,1,0,3,1,0,77,297,0.65,0.16,0.15,0.44,0.2,0.05,0.915,0.22,11.9,2.89,547973
Angel Chivilli,23,47,Maj-AL,New York,2,0,,,,2.1,2,1,1,3,3,1,1,3.86,9,1,0,0,0,0,1,0,0,13,60,0.52,0.18,0.12,0.5,0.0,0.17,2.143,0.2,11.6,1.0,683409
Aaron Civale,31,11,Maj-AL,Athletics,11,11,5.0,2.0,,55.2,65,26,26,17,39,12,1,4.2,224,12,1,1,1,2,4,2,1,246,925,0.65,0.2,0.08,0.29,0.27,0.1,1.473,0.303,6.3,2.29,650644
